State,Year,MigrationCount
Bolivia,2000,64
Bosnia and Herzegovina,2000,47
Botswana,2000,2253
Brazil,2000,444
Brunei Darussalam,2000,3093
Bulgaria,2000,433
Burkina Faso,2000,29
Burundi,2000,21
Cambodia,2000,235
Cameroon,2000,0
Canada,2000,168496
Cape Verde,2000,0
Cayman Islands,2000,24
Central African Republic,2000,3
Chad,2000,780
Chile,2000,357
China,2000,1884
Colombia,2000,53
Comoros,2000,42
"Congo, Dem. Rep.",2000,11561
"Congo, Rep.",2000,116
Cook Islands,2000,7
Costa Rica,2000,25
Cote d'Ivoire,2000,23
Croatia,2000,2
Cuba,2000,28
Cyprus,2000,727
Czech Republic,2000,158
Denmark,2000,1844
Djibouti,2000,167
Dominica,2000,9
Dominican Republic,2000,190
Ecuador,2000,53
"Egypt, Arab Rep.",2000,496
El Salvador,2000,2
Equatorial Guinea,2000,42
Eritrea,2000,72
Estonia,2000,35
Ethiopia,2000,773
Faeroe Islands,2000,12
Falkland Islands (Malvinas),2000,2
Fiji,2000,2185
Finland,2000,712
France,2000,67229
French Guiana,2000,2
French Polynesia,2000,14
Gabon,2000,182
"Gambia, The",2000,464
Georgia,2000,0
Germany,2000,24822
Ghana,2000,1894
Gibraltar,2000,17
Greece,2000,6457
Greenland,2000,4
Grenada,2000,9
Guadeloupe,2000,73
Guam,2000,101
Guatemala,2000,8
Guinea,2000,52
Guinea-Bissau,2000,5
Guyana,2000,0
Haiti,2000,16
Honduras,2000,7
"Hong Kong SAR, China",2000,13465
Hungary,2000,191
Iceland,2000,65
India,2000,0
Indonesia,2000,3695
"Iran, Islamic Rep.",2000,1122
Iraq,2000,38
Ireland,2000,2086
Israel,2000,8171
Italy,2000,23299
Jamaica,2000,671
Japan,2000,5179
Jordan,2000,2886
Kazakhstan,2000,0
Kenya,2000,302
Kiribati,2000,8
"Korea, Dem. Rep.",2000,154
"Korea, Rep.",2000,1144
Kuwait,2000,84709
Kyrgyz Republic,2000,181
Lao PDR,2000,22
Latvia,2000,41
Lebanon,2000,24217
Lesotho,2000,74
Liberia,2000,637
Libya,2000,126
Liechtenstein,2000,6
Lithuania,2000,8
Luxembourg,2000,174
"Macao SAR, China",2000,217
"Macedonia, FYR",2000,558
Madagascar,2000,2760
Malawi,2000,67
Malaysia,2000,37942
Maldives,2000,94
Mali,2000,2
Malta,2000,12
Marshall Islands,2000,4
Martinique,2000,22
Mauritania,2000,8
Mauritius,2000,6704
Mayotte,2000,36
Mexico,2000,233
"Micronesia, Fed. Sts.",2000,10
Moldova,2000,0
Monaco,2000,201
Mongolia,2000,21
Montserrat,2000,1
Morocco,2000,1
Mozambique,2000,3326
Myanmar,2000,18260
Namibia,2000,181
Naura,2000,18
Nepal,2000,163962
Netherlands,2000,5658
Netherlands Antilles,2000,22
New Caledonia,2000,26
New Zealand,2000,10618
Nicaragua,2000,8
Niger,2000,86
Nigeria,2000,1714
Niue,2000,0
Norfolk Island,2000,0
Northern Mariana Islands,2000,81
Norway,2000,2504
Oman,2000,264336
Pakistan,2000,1373935
Palau,2000,37
Panama,2000,1273
Papua New Guinea,2000,149
Paraguay,2000,83
Peru,2000,92
Philippines,2000,5968
Poland,2000,227
Portugal,2000,3239
Puerto Rico,2000,368
Qatar,2000,46171
Reunion,2000,191
Romania,2000,0
Russian Federation,2000,22
Rwanda,2000,1267
Saint Helena,2000,2
Saint Pierre and Miquelon,2000,0
Samoa,2000,4
San Marino,2000,0
Sao Tome and Principe,2000,3
Saudi Arabia,2000,805699
Senegal,2000,95
Serbia and Montenegro,2000,136
Seychelles,2000,1067
Sierra Leone,2000,58
Singapore,2000,57245
Slovak Republic,2000,11
Slovenia,2000,3
Solomon Islands,2000,8
Somalia,2000,139
South Africa,2000,9308
Spain,2000,4132
Sri Lanka,2000,192982
St. Kitts and Nevis,2000,28
St. Lucia,2000,41
St. Vincent and the Grenadines,2000,6
Sudan,2000,2735
Suriname,2000,2
Swaziland,2000,160
Sweden,2000,4392
Switzerland,2000,3494
Syrian Arab Republic,2000,5679
"Taiwan, China",2000,56
Tajikistan,2000,0
Tanzania,2000,4262
Thailand,2000,7607
Timor-Leste,2000,51
Togo,2000,425
Tokelau,2000,0
Tonga,2000,37
Trinidad and Tobago,2000,351
Tunisia,2000,13
Turkey,2000,349
Turkmenistan,2000,0
Turks and Caicos Islands,2000,3
Tuvalu,2000,0
Uganda,2000,3378
Ukraine,2000,6
United Arab Emirates,2000,520770
United Kingdom,2000,258152
United States,2000,561244
Uruguay,2000,0
Uzbekistan,2000,0
Vanuatu,2000,4
"Venezuela, RB",2000,118
Vietnam,2000,1519
Virgin Islands (U.S.),2000,181
"Virgin Islands, British",2000,10
Wallis and Futuna,2000,2
West Bank and Gaza,2000,213
"Yemen, Rep.",2000,7034
Zambia,2000,2414
Zimbabwe,2000,1149
